Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type,Machine failure,TWF,HDF,PWF,OSF,RNF
302.38965482220556,310.00185917049566,1599.3657003100059,41.79244433228146,106.0993295727751,M,0,0,0,0,0,0
300.97718945966733,308.4864134336479,1813.6264318286655,41.69220233103074,48.9756729781632,L,0,0,0,0,0,0
302.9887642670907,308.83630425279125,1207.7381487331215,48.12925762797826,78.33444227031603,M,0,0,0,0,0,0
301.36791695862485,307.9080834920797,1583.2670228924628,49.49192084265008,205.1030805007004,M,0,0,0,0,0,0
299.24707669964636,310.3066362991447,1656.6407927707428,34.982033099739525,94.39494072820123,M,0,0,0,0,0,0
300.7108986657891,308.6144216910143,1553.0899476859188,37.576815521115805,143.9252497873841,M,0,0,0,0,0,0
299.97636082453755,307.5828658408036,1464.1671395092037,45.24811239085693,110.47890284879288,L,0,0,0,0,0,0
301.8238182546049,306.22646989973106,1530.1040406115783,51.75401606224329,96.53033102251452,M,0,0,0,0,0,0
302.91324171885384,312.52855700551936,1232.7480342419954,36.49167920924528,21.437312079145897,L,0,0,0,0,0,0
300.4905911133456,309.98820871748813,1808.7002395416855,35.92804085982537,42.94992598031223,M,0,0,0,0,0,0
303.2109347834737,309.57927766608685,1195.6684398133161,48.83822939844967,41.69943813223424,M,0,0,0,0,0,0
299.2606907429259,308.84896469556065,1776.5432979653715,41.63125380428664,53.97786418354202,M,0,0,0,0,0,0
298.9444281079038,309.57328458005946,1371.6707308762402,50.65392688470824,132.632020070154,H,0,0,0,0,0,0
299.1248161364207,309.0567722569928,1485.862014982057,44.25184333486045,154.2851063670862,M,0,0,0,0,0,0
304.72058451681033,308.8494779151425,1543.6646619216233,43.83214850903595,23.548149592523476,L,0,0,0,0,0,0
301.5411251446972,310.6215402952529,1588.91697394518,44.34342650485297,47.036828617905385,M,0,0,0,0,0,0
300.82922309985844,312.4758035067653,1512.3590285267287,41.24582755369609,152.05242114379573,M,0,0,0,0,0,0
303.005473901631,307.6913670231804,1452.9590259002732,56.350997953913264,139.84230580204826,L,0,0,0,0,0,0
301.9106668672939,309.96559133861604,1549.1618852688835,52.76502083381266,183.64549669709416,H,0,0,0,0,0,0
300.61606868402146,310.7221921032195,1257.7529330586644,44.22701507876094,68.33437266132665,M,0,0,0,0,0,0
299.45497244086147,312.0469327606265,1373.8601528357603,37.88442516701704,83.73032657479324,L,0,0,0,0,0,0
300.0876492961728,309.22951490810107,1758.092770453245,46.9074965236311,117.55657993763656,M,0,0,0,0,0,0
302.10366347748925,306.39761226418346,1545.3852868757808,31.817649221595538,93.77729472151954,M,0,0,0,0,0,0
301.7142899737423,310.2967255752499,1406.91039663277,25.97298703984993,151.62170624159955,H,0,0,0,0,0,0
302.3203645267988,308.67694181000326,1630.8379126995608,38.62692131284227,169.06371851730847,M,0,0,0,0,0,0
300.17304957059406,308.8405457415947,1270.8292129398112,48.09159136348357,127.39457163585983,L,0,0,0,0,0,0
304.22639888819583,308.64198774230346,1828.0023054283536,38.720413095664895,18.793017831402324,L,0,0,0,0,0,0
300.08080797090605,311.4603381096664,1696.5647186373792,25.928895877989067,109.55626062467051,H,0,0,0,0,0,0
302.5364851604414,309.8102851298017,1649.9357082995382,23.782005913317853,144.97359627869793,L,0,0,0,0,0,0
299.6479340127913,311.23295894509226,1732.017940632927,33.294959819633235,51.05632272189618,L,0,0,0,0,0,0
302.0320516949744,310.5453427655375,1506.0898176240241,44.692141795273216,76.30350764012064,L,0,0,0,0,0,0
298.79190225142463,305.3878867576407,1285.3143441890816,36.97648865037064,122.12390489943265,L,0,0,0,0,0,0
303.55803643673016,309.08756201156217,1599.4737750125016,45.58933768170344,21.045341136919063,H,0,0,0,0,0,0
304.07863668751975,312.40054638441086,1497.7355342377032,33.964039504175894,83.11875354270155,M,0,0,0,0,0,0
299.9818727265089,305.2781937625002,1198.8233881637152,44.46478544579608,82.23413124859815,M,0,0,0,0,0,0
303.0484951478539,307.9481775465048,1487.234182986234,65.67539764742712,95.52934840335678,M,0,0,0,0,0,0
300.4876166949746,309.5046876828415,1216.199471789806,54.92289253075093,25.482965981774527,L,0,0,0,0,0,0
303.07013559081696,306.305684957374,1802.8408024056052,41.03653971146689,153.27021396442805,L,0,0,0,0,0,0
302.1510707019277,311.8218924974818,2061.313193536204,41.99132804079014,189.2764497884881,H,0,0,0,0,0,0
299.27936314428587,309.4539507716034,1520.2478482633858,53.95528199145302,20.67991684204894,L,0,0,0,0,0,0
302.4664260467649,311.20902758197576,1476.4379678087741,37.54293825140752,123.99940554428603,L,0,0,0,0,0,0
296.91326687527174,309.84376448770314,1281.6412546153344,41.790456987189664,176.17437938745192,L,0,0,0,0,0,0
299.6945470208368,311.1995856829542,1434.4367599715054,48.0668014637664,72.47848882608398,H,0,0,0,0,0,0
301.8859206038851,309.06536487777674,1504.6323823626133,49.10171035281749,54.48856122099339,M,0,0,0,0,0,0
302.10247381376917,310.3272499933562,1323.685878865079,37.74488936884061,145.97265263576247,M,0,0,0,0,0,0
302.26931474963885,308.5786169997216,1418.0825088665522,43.77835010279979,100.35646540032664,L,0,0,0,0,0,0
301.87501144418144,311.62138083993995,1931.7142073129585,27.242010809958693,63.938191293397786,M,0,0,0,0,0,0
299.8907254260746,312.2098326919458,1398.927159791259,37.30730963468309,86.69150664137466,M,0,0,0,0,0,0
301.0248203834299,309.74230187843386,1288.389565206878,35.504504689526804,53.38842497008402,H,0,0,0,0,0,0
300.48677356620965,309.322372795883,1412.1089385946593,41.49595510902989,-72.74623525012251,M,0,0,0,0,0,0
298.0570380522123,310.00404788055096,1420.9956887615554,52.53401442183704,18.463516047397636,L,0,0,0,0,0,0
300.6330603428889,307.6366072475868,1354.818316282673,21.21520652319488,99.77878264538003,L,0,0,0,0,0,0
298.66173085671676,307.7203438841908,1467.3900223025278,42.19489051280896,4.110754784314167,M,0,0,0,0,0,0
300.67772072110216,308.9285519947681,1316.9630014394697,38.85918511597552,92.99035120219686,L,0,0,0,0,0,0
301.4285243133948,308.067220900843,1406.7376761880753,38.71231450979061,43.48293154744596,L,0,0,0,0,0,0
300.45020844617534,310.1716376295434,1639.6789667867129,32.22031378472747,184.01056438532063,M,0,0,0,0,0,0
302.863987973447,307.18807690250674,1737.5026484845512,34.07893677151692,52.0341575091934,M,0,0,0,0,0,0
301.36110229196663,309.9957710407683,1457.7454036864979,57.65656388861419,172.78706623940425,H,1,0,0,1,0,0
300.5145295597946,308.6904257344074,1477.9737393313994,55.06320245615071,280.0721785378554,M,0,0,0,0,0,0
302.898653189121,309.7436266833438,1478.7031754619948,57.68416654662623,-44.89200943915685,M,0,0,0,0,0,0
297.7794984134916,311.69749557140227,1175.3937506437696,40.53920403102239,86.06181363620895,M,0,0,0,0,0,0
300.5597421906956,310.8493411067137,1321.464666577974,50.34058064088698,7.787997347523628,M,0,0,0,0,0,0
302.0372430544006,307.83787222342573,1717.6629575314412,17.726281162170846,216.3263882887273,M,0,0,0,0,0,0
300.671595097176,308.6950614960037,1737.2022154304595,55.28009625946012,163.46006935111555,M,0,0,0,0,0,0
296.793213967505,309.34666573048924,1280.4199067140858,35.01582842120081,75.27863676309244,M,0,0,0,0,0,0
300.1738921464674,310.253247038502,1709.4852184194644,32.71144040657272,62.2911800900114,M,0,0,0,0,0,0
304.1236390589887,308.1346869844542,1203.130673709355,44.39717457925254,78.29920305107727,M,0,0,0,0,0,0
300.6194878141938,309.57233559724085,1603.1619979421691,51.16654324046095,175.05225212061774,M,0,0,0,0,0,0
298.2742388419426,309.94132112414854,1538.6709839252553,48.31100170443784,187.55319263635067,H,0,0,0,0,0,0
298.7925008190152,311.1610103472797,1355.1954058773622,39.533994177784,88.90092161019231,M,0,0,0,0,0,0
301.63608997749753,311.64061022287933,1675.2348802128804,23.24112318944059,158.28057381157143,M,0,0,0,0,0,0
303.11569936353436,308.42891721188045,1672.6025507561626,33.401084060361306,74.68811397818212,H,0,0,0,0,0,0
303.40483914560855,312.0864773564085,1655.6073330444142,51.60539626305031,99.80409034261004,L,0,0,0,0,0,0
303.4941414162927,311.3919903637258,1832.0245625556124,34.913344475193355,90.10908413969427,L,0,0,0,0,0,0
299.3281949508766,308.09671457957137,1624.8086450260182,36.74504048992973,113.48024930077278,M,0,0,0,0,0,0
298.9400490055008,309.8513875643786,1513.973116598849,32.23458568153214,-9.484204423259357,M,0,0,0,0,0,0
301.3501644037596,308.0476856104048,1678.555141305114,20.079297342473435,186.98722117289464,M,0,0,0,0,0,0
299.7739844649158,307.6517970564312,1488.3453272985391,30.272329685460345,182.506969478604,L,0,0,0,0,0,0
298.1804822448649,309.63758645688955,1782.062624848722,41.33299006991194,219.6364175352009,L,0,0,0,0,0,0
304.7240087969461,309.6696860289407,1575.3828584039045,53.26065277812533,138.42148205595768,M,0,0,0,0,0,0
297.84183261047644,311.4406177573069,1442.0480702638968,33.11314265200189,-7.644167558155502,M,0,0,0,0,0,0
300.7412562494602,314.2311739653006,1403.6958723887637,37.84219375873804,171.51771746932138,L,0,0,0,0,0,0
302.8458306949372,309.4856799577063,1792.881552590422,20.338942628692703,154.5316098201784,M,0,0,0,0,0,0
299.7442414862072,307.7954675642084,1610.8822479504538,39.9866234534537,-3.23570241175716,H,0,0,0,0,0,0
300.0743276628451,308.5435990353679,1154.542078051426,24.37049091216945,223.05911437037705,L,0,0,0,0,0,0
301.99961625894855,307.98142400083503,1842.3399250027235,29.56465232445729,78.26477414036363,L,0,0,0,0,0,0
301.45367832342083,307.9475485086373,1376.7670812248025,32.98252377417647,59.55328882094464,H,0,0,0,0,0,0
299.85714544876436,308.9101044680191,1511.3669368657115,59.91476420703452,43.47282913113244,M,0,0,0,0,0,0
299.4450976493814,310.2214075166821,1256.0331699019348,39.17064480037882,8.146139377614219,L,0,0,0,0,0,0
298.80958793598415,309.0572578057511,1348.4361322059556,39.51904984970637,110.15594788847658,M,1,0,0,0,1,0
302.61400601806076,313.218772199643,1805.0386014468284,45.38986529907148,161.74871840431553,M,0,0,0,0,0,0
298.38276906457276,310.8109386508393,1530.955675007591,46.10602835280068,241.49973286639403,M,0,0,0,0,0,0
301.88766307951255,308.8253474113747,1775.6036232945487,51.57216194274766,142.2520188488388,M,0,0,0,0,0,0
300.9912313443551,311.60911041785806,1604.6180855804055,31.83075161403228,110.423770858037,M,0,0,0,0,0,0
304.111857624735,308.3547750776749,1309.7526418770274,42.07501646011203,45.07551478281267,H,0,0,0,0,0,0
295.1452734637517,309.1333746759336,1242.3305506040115,44.1392800556496,112.78692792422676,M,0,0,0,0,0,0
300.4270244251257,308.352348568568,1675.4057175009075,50.17751875057628,40.95451068526224,H,0,0,0,0,0,0
301.43101233242993,311.75085900794846,1262.909668893144,31.643276489758488,153.62025393858636,M,0,0,0,0,0,0
302.0151254209094,309.62199905261923,1469.2136320338836,47.011346976831305,60.02990259595016,H,0,0,0,0,0,0
302.9104125035073,312.0808525114774,1348.7565019710955,52.70120171661135,217.91893370912567,M,0,0,0,0,0,0
301.4255272040712,307.56357169234326,1381.4693628283255,37.11635853355558,-5.296150669109949,M,0,0,0,0,0,0
302.8711620049342,312.62071137773506,1887.8635421858924,45.65409579629604,141.49560275322077,M,0,0,0,0,0,0
299.39413206274736,310.93600396940496,1627.002697865377,32.533192339754024,245.1758060514012,L,0,0,0,0,0,0
302.6853474374791,309.6330201042569,1391.2554137151978,38.59728503820493,73.91226058803927,M,0,0,0,0,0,0
299.94973852734165,311.5906309196164,1579.5536537868156,41.72265728643638,82.368382487162,L,0,0,0,0,0,0
297.66990709952336,311.4976354341834,1465.6631206468835,51.46900066673552,180.82667750411724,L,0,0,0,0,0,0
300.32298857016343,311.29769476807803,1212.8326523751568,56.87965823314535,61.96822525651565,L,1,0,0,1,0,0
301.48768092555093,312.1454177009278,1419.1023463488982,60.98719190470487,232.3080155709689,M,0,0,0,0,0,0
300.83840893081924,308.4830658072046,1499.0908532396736,28.331959022285613,141.01226830051215,M,0,0,0,0,0,0
303.87124528839496,309.1695815223856,2030.047121541114,49.04162623818464,198.8906474305364,H,0,0,0,0,0,0
300.8389670614665,310.0950565309648,1538.3350850769737,45.104885699110085,97.16234789696516,M,0,0,0,0,0,0
302.88726474622905,308.5288959288579,1514.5203390366382,45.48992493794589,171.0569912427233,M,0,0,0,0,0,0
304.30299950396955,312.0912804912819,1313.8266404719675,42.00111163001354,115.62731207819252,L,0,0,0,0,0,0
304.19317406280857,311.13607702370587,1447.4460780470874,31.35064570816612,114.2861517579999,H,0,0,0,0,0,0
298.3671722843394,311.6391705290603,1756.8007864611468,27.231880670283694,192.01038041398127,M,0,0,0,0,0,0
300.19219216027716,311.77585739747093,2173.5346855560806,33.2676986887234,132.52402130497654,L,0,0,0,0,0,0
302.46686431117035,312.0332427335212,1441.2745325356748,59.85087192224534,116.59178759132904,M,0,0,0,0,0,0
301.880095484079,309.98682780468573,1164.7712099490495,40.99538863755389,213.6500553850672,M,0,0,0,0,0,0
302.1961855679679,311.4461914429382,1740.870326561324,36.69865714645525,166.22289736362708,M,0,0,0,0,0,0
306.0376239004378,309.24009644824395,1442.0081744799952,41.37776116005941,129.51595378127354,H,0,0,0,0,0,0
299.59746458858535,309.81078674275943,1652.0988861764154,50.84611097058193,193.55816192167737,M,0,0,0,0,0,0
302.7354364243867,307.82720333863153,1687.1120858911966,56.13433496639741,142.7960925628471,M,0,0,0,0,0,0
299.34588685530315,309.7877434690905,1391.4711791884936,23.109728679376808,123.80974873024677,M,0,0,0,0,0,0
301.1993689357436,307.71309676216174,1230.625245047979,36.26300249678225,150.51552812833654,H,0,0,0,0,0,0
299.97812400615766,311.64408994923696,1471.2491703877686,40.51868680891082,30.32594990515547,M,0,0,0,0,0,0
303.54313857145917,308.7986195064676,2004.3521569956954,41.69165112318568,85.3090567210424,M,0,0,0,0,0,0
298.12323460702896,313.0591670530104,1651.394517900023,40.375065051288864,115.8561439328372,M,0,0,0,0,0,0
298.9479757041785,310.59447687703624,1274.5603440081234,44.69262742581444,157.47141812969392,L,0,0,0,0,0,0
301.11069801611364,310.66231744986254,1338.7330570082206,62.60452146482081,155.92133133196225,L,0,0,0,0,0,0
301.6338681709109,308.06390947058907,1787.6111902061311,53.71136412006778,16.69222502529179,M,0,0,0,0,0,0
302.7996568945172,308.49636335867547,1172.1916001590591,34.275051101891286,54.86125277593288,M,0,0,0,0,0,0
299.357914049782,308.7962226745132,1345.6166330221754,51.815335003420216,42.77561898609633,L,0,0,0,0,0,0
303.2403835339572,308.5887389170468,1545.383678240772,42.80459261737351,-18.521268171016743,L,0,0,0,0,0,0
298.8910187721196,309.1607413664251,1624.4644373494104,31.933784289311276,130.91452973816024,L,0,0,0,0,0,0
299.9952739358802,311.56631243358305,1614.7452730819252,27.153840097924103,90.63200772140252,M,0,0,0,0,0,0
299.48371247338747,309.33880822785665,1263.3094509361397,30.11119033451897,68.45135636826888,M,0,0,0,0,0,0
300.4496089311956,308.7381566560154,1721.077695232447,45.12476210775467,69.02492367208299,M,0,0,0,0,0,0
296.7242557804576,310.8744789806458,1584.8303154389132,44.57008835775248,87.2405601019463,L,0,0,0,0,0,0
304.23223063936,310.3400005423067,1785.905937432641,40.30500939646621,206.21028097877712,M,0,0,0,0,0,0
302.4743947476749,310.0358510801586,1800.692795505283,45.05918597268303,163.4936962647981,L,0,0,0,0,0,0
299.99907826744254,308.7968444004228,1369.318887119367,40.65676259817327,160.2941530915092,M,0,0,0,0,0,0
301.8618098005678,311.71781058574487,1732.7999379379112,27.66547635301942,28.105195241671808,H,0,0,0,0,0,0
302.9581877724283,310.60309900280265,1225.831590034045,34.91149812795462,87.05519447234784,M,1,0,0,0,1,0
300.5463237434533,311.59437190951616,1431.1014602395219,39.46446150728013,107.91785702361766,L,0,0,0,0,0,0
301.96789479511983,308.02782546624434,1594.8500725451333,37.82690619846025,106.53284409075368,M,0,0,0,0,0,0
297.8456870973511,309.7557611822092,1553.7235850774707,36.46289298416176,93.49765129057458,M,0,0,0,0,0,0
300.4479035069541,309.7886485627431,1426.8329879941427,34.0560461547984,126.86819938687866,L,0,0,0,0,0,0
298.4425514227116,310.2908709270241,1355.67037271607,53.7240381937476,39.4065915254244,M,1,0,0,0,1,0
300.4477908162541,309.4352723321853,1908.3899475741966,38.79908699087476,101.85136849864256,M,0,0,0,0,0,0
297.4540868797031,309.22477621311765,1497.1624462626557,46.91897633143988,139.16007261592836,M,0,0,0,0,0,0
301.0177124077916,310.6172886705305,1725.721367213092,37.96195199338835,51.15085346307709,M,0,0,0,0,0,0
300.7284227960642,309.6172679167322,1523.796786468128,41.68775989729956,144.5631050061558,M,0,0,0,0,0,0
300.9447125272475,310.8112362015563,1369.087795436977,43.86836409821597,82.4256324421591,L,0,0,0,0,0,0
299.9456882248124,308.12382842325366,1899.7596936226255,18.56932655173812,86.24972271282456,M,0,0,0,0,0,0
300.864413168886,309.77983887619445,1609.7657136235111,47.01795192494211,-1.376641428631217,M,0,0,0,0,0,0
300.91116904349576,311.3835439302621,1693.0101631779614,23.057328427670917,116.33305668797222,H,0,0,0,0,0,0
299.1194132642037,308.7350221672157,1636.926801868323,30.242586129321708,211.4103864241308,M,0,0,0,0,0,0
302.7087813220477,309.5100065694405,1378.7193608319367,35.34226790071553,142.1145260257317,M,0,0,0,0,0,0
303.14780237114456,310.7573336731184,1907.7522565681743,53.12469220587596,167.8916833899339,M,0,0,0,0,0,0
300.4538717656981,312.4072708778778,1429.3858133368676,42.09547146866655,42.07091082974274,L,0,0,0,0,0,0
302.5915320765157,309.60051156501686,1485.3994971327281,31.38824398366613,155.97028974721974,L,0,0,0,0,0,0
300.4299964112546,309.6728917977679,1973.3364293466943,46.06522265633036,153.95827730061447,M,0,0,0,0,0,0
301.61985212968733,308.2539043172461,1508.737997313063,44.122233618756354,236.6412530491588,L,0,0,0,0,0,0
302.090518513008,307.83045024694,1356.586033863159,39.85230043014649,47.455178869836445,M,0,0,0,0,0,0
299.55983121109404,311.6843833132099,1882.875807765581,40.24850874559856,27.065771267497453,M,0,0,0,0,0,0
300.3939145775335,308.99614038188577,1759.9328833205889,42.0696375088258,241.0289327897686,M,0,0,0,0,0,0
299.6084338514345,311.1797809199704,1346.0744182777246,50.117106391734914,7.0200579550841695,M,0,0,0,0,0,0
304.5519240184734,310.9340051185999,1859.4127423470502,56.69612870696573,154.7992322308056,H,0,0,0,0,0,0
299.1027497801529,310.89866816520697,1529.9777426958744,32.23968754531998,137.20920983487787,M,1,0,0,0,1,0
300.98999863959693,308.1163684736731,1358.2227310287335,26.50142452873341,57.0503106016403,M,0,0,0,0,0,0
298.7502290671092,310.77061555669326,1791.4197613810106,38.719839981897245,232.7088951669133,M,0,0,0,0,0,0
299.6200991596415,309.15690322607645,1316.0089188616923,27.07060484398921,172.73309879447334,L,0,0,0,0,0,0
299.97238799850714,308.2505871856077,1312.690185541464,28.65644792832732,102.09091626441152,L,0,0,0,0,0,0
298.7265920615272,310.5765647258184,1434.495722916067,43.604798495271474,127.91163889070988,M,0,0,0,0,0,0
301.78111217538714,310.01093869934,1480.5403396503964,39.11287777444242,194.2048848091461,M,0,0,0,0,0,0
292.8511845651838,309.55013617619926,1558.9422262413643,38.1072024640545,174.67328277738352,H,0,0,0,0,0,0
306.5152603721345,309.4992156686704,1234.9765075477965,36.67952191348856,182.09609487978065,M,0,0,0,0,0,0
303.10262251635476,312.1032314821816,1428.0295207054658,40.25267311230089,94.62044320365992,M,0,0,0,0,0,0
300.9365337707616,308.74768990954345,1405.281310543233,44.33672258415656,57.36147848835794,M,1,0,0,0,0,1
301.0613473443016,310.5755476580416,1731.363855932349,34.15431372793786,287.68810652942545,M,0,0,0,0,0,0
302.15977230174434,309.8301023645333,1366.8871815008833,47.53172084316996,199.85636379770503,M,0,0,0,0,0,0
296.74257042086066,310.3900582898511,1555.6204078988724,29.1784995871218,94.43552954419596,M,0,0,0,0,0,0
303.0392708040063,308.62844339663974,1321.0887270014177,44.14344961477789,84.3594435480054,M,0,0,0,0,0,0
299.8429744347526,310.07122862826213,1368.184918635626,31.93668125032408,95.599642093159,M,0,0,0,0,0,0
300.13910097300567,307.62410106888194,1421.718910465137,44.72512519704152,140.84246272591474,L,0,0,0,0,0,0
298.58132679129466,310.5714761417755,1594.173713112815,38.41275193956745,165.06690229052174,L,0,0,0,0,0,0
306.69035480569113,309.74491492461044,1745.3032724963227,51.42112427915279,104.84893059889316,L,0,0,0,0,0,0
302.5626514645082,308.8783950319957,1407.8960785835484,44.10868489650658,54.27186778418345,H,0,0,0,0,0,0
303.67643012849123,311.3517947562158,1790.100205604446,56.63457845909888,123.6960845773518,M,0,0,0,0,0,0
302.647396558792,309.7605355114269,1957.3865776466548,42.15178452545817,16.968878231561433,L,0,0,0,0,0,0
296.86007416935865,309.63461479141245,1413.1869396916625,48.0132822242465,139.87661226791752,M,0,0,0,0,0,0
301.01159915830556,307.8028136782903,1190.7401490432624,34.60098701453032,86.31829255980854,M,0,0,0,0,0,0
303.33636014378357,311.5798715488284,1360.5241219948705,43.00583953304111,162.64018863234995,M,0,0,0,0,0,0
299.5354012300823,311.5353056563059,1464.298316900826,40.51941156920534,-11.979660319276547,M,1,0,0,1,0,0
302.6086048559132,309.38638041846275,1256.5288360115776,77.28247919389048,141.57572785888328,M,0,0,0,0,0,0
302.17686712817607,305.79953144298173,1473.5415622685473,59.56831406947943,118.0097790105771,L,0,0,0,0,0,0
299.0117467283141,308.9944974412484,1606.203174955602,31.214430302867363,43.25193128770782,M,0,0,0,0,0,0
296.9230912495405,309.5332008136041,1375.5107850561062,37.33174981799559,184.20611372041327,M,0,0,0,0,0,0
301.16579069732666,309.3777159602863,1506.7433107386755,32.549580944607165,37.68642264225787,M,0,0,0,0,0,0
299.40186783006544,307.0238085952336,1559.0346077774973,46.65904399734791,10.547305608406162,M,0,0,0,0,0,0
303.69551886862746,310.06766359296734,1732.7049455812273,47.09074701537322,169.37506522287472,M,0,0,0,0,0,0
302.251418555958,310.6458975810606,1750.9541836072385,24.87750632963138,125.4686238816843,M,0,0,0,0,0,0
304.028572969828,308.86965534636914,1569.9107699975334,33.93773303520957,85.81589816321822,M,0,0,0,0,0,0
301.1696375735425,309.8488575238144,1589.519494204373,32.84901164274327,116.90414318975066,M,0,0,0,0,0,0
298.9675455813872,311.33177443157064,1455.8380191157055,25.091650492760976,51.7703231996957,M,1,0,0,1,0,0
302.43347969494266,309.3040400800539,1359.0975496794622,45.69251689476026,156.4432962799272,M,0,0,0,0,0,0
298.7016823107486,310.1807875131309,1724.214903529721,50.41435973563198,224.35522319536105,L,0,0,0,0,0,0
296.6123824567593,310.8252368001229,1600.5603568097877,33.43455156530954,103.90447975301198,L,0,0,0,0,0,0
300.89744919163525,307.4794693595626,1722.0742263389523,55.63070996470904,99.24466099272362,L,0,0,0,0,0,0
298.3649217614427,309.38437279760274,1564.8655988378898,47.77894699922412,55.84912280549521,M,1,0,1,0,0,0
303.6753134517925,309.38209830247735,1717.9995337026417,40.57094287962168,68.22451924597031,M,0,0,0,0,0,0
302.03069380919254,309.9005992222215,1647.1934255635588,39.47872337399337,104.20672334413382,M,0,0,0,0,0,0
296.7423986718057,310.08789076356027,1508.9100582813728,49.84731846582273,85.37533862630815,M,0,0,0,0,0,0
304.3991614582312,308.84255400403947,1584.8560082835918,30.21627296264593,236.6152554863351,L,0,0,0,0,0,0
299.91954815591026,309.0019723234381,1548.6217662641825,34.15128553727271,242.22127813647072,M,0,0,0,0,0,0
296.49879357605084,309.7233674921692,1466.288163222734,42.16605874829117,145.7853416399993,L,0,0,0,0,0,0
299.84208286867664,312.6217567286015,1648.8820489067543,45.08422639568369,120.56027639698586,L,0,0,0,0,0,0
