Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type,Machine failure,TWF,HDF,PWF,OSF,RNF
301.04284039623974,306.22646989973106,1560.3263265896317,51.75401606224329,96.53033102251453,M,0,0,0,0,0,0
302.08481567093025,312.52855700551936,1357.6567008924794,36.49167920924528,21.437312079145897,L,0,0,0,0,0,0
300.29844407211493,309.98820871748813,1652.8456371362622,35.92804085982537,42.94992598031223,M,0,0,0,0,0,0
301.57318970647543,309.57927766608685,1264.377757815258,48.83822939844967,41.699438132234235,M,0,0,0,0,0,0
297.8544464838048,308.84896469556065,1749.1761205100279,41.631253804286644,53.97786418354202,M,0,0,0,0,0,0
297.1734013832114,309.57328458005946,1399.8636770059559,50.65392688470824,132.632020070154,H,0,0,0,0,0,0
298.43740242793734,309.05677225699276,1583.9205637458601,44.25184333486045,154.2851063670862,M,0,0,0,0,0,0
302.8438571468517,308.8494779151425,1608.501946989105,43.83214850903595,23.548149592523473,L,0,0,0,0,0,0
300.1326702494972,310.6215402952529,1521.0738215649453,44.34342650485297,47.036828617905385,M,0,0,0,0,0,0
300.0398972305503,312.4758035067653,1560.0744856820643,41.24582755369609,152.05242114379573,M,0,0,0,0,0,0
302.5980736806226,307.69136702318036,1395.0071076354664,56.350997953913264,139.84230580204826,L,0,0,0,0,0,0
301.2367616628914,309.96559133861604,1653.2706639512733,52.76502083381266,183.64549669709416,H,0,0,0,0,0,0
300.2343351099627,310.7221921032195,1242.9905893825107,44.22701507876094,68.33437266132665,M,0,0,0,0,0,0
298.734781268001,312.0469327606265,1513.1906171147916,37.88442516701704,83.73032657479324,L,0,0,0,0,0,0
299.7574428498782,309.22951490810107,1676.236507501862,46.9074965236311,117.55657993763657,M,0,0,0,0,0,0
300.9694995221684,306.39761226418346,1677.1191832884242,31.817649221595538,93.77729472151954,M,0,0,0,0,0,0
300.6567577815869,310.2967255752499,1498.3473235567453,25.97298703984993,151.62170624159955,H,0,0,0,0,0,0
300.86636327119,308.67694181000326,1665.8340388953118,38.62692131284227,169.06371851730847,M,0,0,0,0,0,0
299.3007926365558,308.8405457415947,1403.5885816613982,48.09159136348357,127.39457163585983,L,0,0,0,0,0,0
303.27815766053357,308.64198774230346,1694.6990602722153,38.720413095664895,18.793017831402324,L,0,0,0,0,0,0
299.157402956382,311.4603381096664,1613.2015725008457,25.928895877989067,109.55626062467051,H,0,0,0,0,0,0
302.1917146148662,309.8102851298017,1555.0350481949984,23.782005913317853,144.97359627869793,L,0,0,0,0,0,0
299.3614422870418,311.23295894509226,1766.5540151268842,33.294959819633235,51.05632272189618,L,0,0,0,0,0,0
300.3708452972698,310.5453427655375,1593.1111163545102,44.692141795273216,76.30350764012064,L,0,0,0,0,0,0
297.65831516317354,305.3878867576407,1370.8104333859328,36.97648865037064,122.12390489943265,L,0,0,0,0,0,0
302.65652534691856,309.08756201156217,1704.6331866436738,45.58933768170344,21.045341136919063,H,0,0,0,0,0,0
302.9817888359683,312.40054638441086,1568.7590761496022,33.964039504175894,83.11875354270155,M,0,0,0,0,0,0
298.41847315801,305.2781937625002,1298.2778825505789,44.46478544579608,82.23413124859815,M,0,0,0,0,0,0
301.98804756373517,307.9481775465048,1610.7776596236065,65.67539764742712,95.52934840335678,M,0,0,0,0,0,0
299.8705467004103,309.5046876828415,1278.1891859914058,54.92289253075093,25.482965981774527,L,0,0,0,0,0,0
302.57731863247255,306.30568495737396,1735.6339241816017,41.03653971146689,153.27021396442805,L,0,0,0,0,0,0
301.21991850229665,311.8218924974818,1878.9323406116443,41.99132804079014,189.2764497884881,H,0,0,0,0,0,0
298.1564724121918,309.4539507716034,1623.349218375966,53.95528199145302,20.67991684204894,L,0,0,0,0,0,0
301.5207820512719,311.20902758197576,1503.0733373959738,37.54293825140752,123.99940554428605,L,0,0,0,0,0,0
296.053326577702,309.84376448770314,1305.5539248070554,41.790456987189664,176.17437938745192,L,0,0,0,0,0,0
298.0468153234202,311.1995856829542,1419.440010870403,48.066801463766396,72.47848882608398,H,0,0,0,0,0,0
300.2533778374568,309.06536487777674,1670.241828155211,49.10171035281749,54.48856122099339,M,0,0,0,0,0,0
301.1431104789893,310.3272499933562,1461.4455545746682,37.74488936884061,145.97265263576247,M,0,0,0,0,0,0
301.0833878654656,308.5786169997216,1376.7021145802494,43.77835010279979,100.35646540032664,L,0,0,0,0,0,0
300.0031319019256,311.62138083993995,1787.0810204777983,27.242010809958693,63.938191293397786,M,0,0,0,0,0,0
299.3247507488036,312.2098326919458,1533.256275811723,37.307309634683094,86.69150664137466,M,0,0,0,0,0,0
300.4208665100509,309.74230187843386,1290.4507965097678,35.504504689526804,53.38842497008402,H,0,0,0,0,0,0
299.17613052758776,309.322372795883,1373.2860600402119,41.49595510902989,-72.74623525012251,M,0,0,0,0,0,0
297.40559521938013,310.00404788055096,1388.1254073131154,52.534014421837036,18.463516047397633,L,0,0,0,0,0,0
300.10244510805603,307.63660724758677,1474.8185790734217,21.215206523194876,99.77878264538005,L,0,0,0,0,0,0
298.61843926224464,307.7203438841908,1389.8129927739578,42.19489051280896,4.110754784314167,M,0,0,0,0,0,0
299.3035085452678,308.9285519947681,1365.612874411588,38.85918511597552,92.99035120219686,L,0,0,0,0,0,0
299.747458381512,308.067220900843,1360.2179178956026,38.71231450979061,43.48293154744596,L,0,0,0,0,0,0
299.8646752610742,310.1716376295434,1722.0508869428,32.22031378472747,184.01056438532066,M,0,0,0,0,0,0
302.5099269249295,307.18807690250674,1852.4309328305053,34.07893677151692,52.0341575091934,M,0,0,0,0,0,0
300.5949988347288,309.9957710407683,1349.7009443184675,57.65656388861419,172.78706623940423,H,1,0,0,1,0,0
299.17187264162095,308.6904257344074,1413.0255595155174,55.06320245615071,280.0721785378554,M,0,0,0,0,0,0
301.6696235196463,309.7436266833438,1419.1115250323585,57.68416654662623,-44.89200943915685,M,0,0,0,0,0,0
297.2830918167939,311.69749557140227,1273.1049900806595,40.539204031022386,86.06181363620895,M,0,0,0,0,0,0
299.01814069550704,310.8493411067137,1452.3465011591695,50.340580640886984,7.787997347523628,M,0,0,0,0,0,0
299.95617079157046,307.83787222342573,1589.4495882550136,17.726281162170846,216.3263882887273,M,0,0,0,0,0,0
300.2713560360629,308.6950614960037,1654.7198201663073,55.280096259460116,163.46006935111555,M,0,0,0,0,0,0
296.00932335929156,309.34666573048924,1295.087995708772,35.01582842120081,75.27863676309244,M,0,0,0,0,0,0
299.5653866107282,310.253247038502,1815.8093211941232,32.71144040657272,62.2911800900114,M,0,0,0,0,0,0
302.78259844538263,308.1346869844542,1316.0844277510437,44.39717457925254,78.29920305107727,M,0,0,0,0,0,0
299.6285894454035,309.57233559724085,1650.4636703885944,51.16654324046095,175.05225212061774,M,0,0,0,0,0,0
297.23988744835714,309.94132112414854,1694.8978627986498,48.31100170443784,187.55319263635067,H,0,0,0,0,0,0
298.056388566694,311.1610103472797,1489.7110671382734,39.533994177784,88.90092161019231,M,0,0,0,0,0,0
300.3748733026444,311.64061022287933,1527.0076615964801,23.24112318944059,158.28057381157143,M,0,0,0,0,0,0
302.18944214138565,308.42891721188045,1775.6460810512074,33.401084060361306,74.68811397818212,H,0,0,0,0,0,0
302.0601503763102,312.0864773564085,1654.5704681535444,51.60539626305031,99.80409034261005,L,0,0,0,0,0,0
302.10366612253097,311.3919903637258,1741.2253133519014,34.913344475193355,90.10908413969429,L,0,0,0,0,0,0
298.27508915718005,308.09671457957137,1774.4097426579913,36.74504048992973,113.48024930077278,M,0,0,0,0,0,0
297.87506941249256,309.8513875643786,1576.2870196146412,32.23458568153214,-9.484204423259357,M,0,0,0,0,0,0
300.45349884907387,308.0476856104048,1552.4093958548126,20.079297342473435,186.98722117289464,M,0,0,0,0,0,0
299.0194636881663,307.6517970564312,1465.6754841079266,30.272329685460345,182.50696947860402,L,0,0,0,0,0,0
297.28903065978307,309.63758645688955,1763.727230039521,41.33299006991194,219.6364175352009,L,0,0,0,0,0,0
302.2407077371488,309.6696860289407,1679.425829803745,53.26065277812533,138.42148205595768,M,0,0,0,0,0,0
296.4473240135901,311.4406177573069,1560.4335800982767,33.11314265200189,-7.644167558155502,M,0,0,0,0,0,0
299.9250526929583,314.2311739653006,1434.0453590920902,37.84219375873804,171.51771746932138,L,0,0,0,0,0,0
301.56089884820614,309.4856799577063,1788.582559349014,20.338942628692703,154.5316098201784,M,0,0,0,0,0,0
299.14445905450833,307.79546756420837,1636.2371650492769,39.9866234534537,-3.23570241175716,H,0,0,0,0,0,0
299.14026026781005,308.5435990353679,1277.9917282047559,24.37049091216945,223.05911437037702,L,0,0,0,0,0,0
300.871859542479,307.98142400083503,1824.5375290638779,29.564652324457292,78.26477414036363,L,0,0,0,0,0,0
300.39736365764355,307.9475485086373,1341.5745932403283,32.98252377417647,59.55328882094464,H,0,0,0,0,0,0
298.5757752464407,308.9101044680191,1433.1346006320493,59.91476420703452,43.47282913113244,M,0,0,0,0,0,0
298.83473271657186,310.2214075166821,1233.4148968195245,39.17064480037882,8.146139377614219,L,0,0,0,0,0,0
298.7329719313886,309.0572578057511,1488.7121651254904,39.51904984970637,110.15594788847658,M,1,0,0,0,1,0
301.7770779983115,313.218772199643,1707.1094437311808,45.38986529907148,161.74871840431553,M,0,0,0,0,0,0
297.8245878439413,310.8109386508393,1604.9000766583376,46.10602835280068,241.49973286639403,M,0,0,0,0,0,0
300.84007165649655,308.8253474113747,1687.3640256397382,51.57216194274766,142.2520188488388,M,0,0,0,0,0,0
299.39646235872317,311.60911041785806,1459.2430071232077,31.830751614032277,110.423770858037,M,0,0,0,0,0,0
303.85100031925595,308.3547750776749,1309.7869749970005,42.07501646011203,45.07551478281267,H,0,0,0,0,0,0
294.45593295244134,309.1333746759336,1371.713553952313,44.1392800556496,112.78692792422677,M,0,0,0,0,0,0
300.01570183549705,308.352348568568,1784.2109155045641,50.17751875057628,40.954510685262235,H,0,0,0,0,0,0
301.2387892563014,311.75085900794846,1188.2453276180986,31.643276489758488,153.62025393858636,M,0,0,0,0,0,0
300.8888298710764,309.62199905261923,1541.5100355539798,47.011346976831305,60.02990259595016,H,0,0,0,0,0,0
301.5482339169888,312.0808525114774,1491.6202510293624,52.70120171661135,217.91893370912572,M,0,0,0,0,0,0
300.12533440166766,307.56357169234326,1273.1374330096655,37.11635853355558,-5.296150669109949,M,0,0,0,0,0,0
301.9685821925055,312.62071137773506,1813.1036489592097,45.65409579629604,141.49560275322077,M,0,0,0,0,0,0
297.9738597853859,310.93600396940496,1739.0117885868965,32.533192339754024,245.17580605140122,L,0,0,0,0,0,0
302.1063800219015,309.6330201042569,1308.6106667492124,38.59728503820493,73.91226058803927,M,0,0,0,0,0,0
299.3869965094366,311.5906309196164,1649.1421343990614,41.72265728643638,82.368382487162,L,0,0,0,0,0,0
296.29400681826337,311.4976354341834,1407.4328877208036,51.46900066673552,180.82667750411724,L,0,0,0,0,0,0
298.7844098982541,311.29769476807803,1232.732626766308,56.87965823314535,61.96822525651565,L,1,0,0,1,0,0
300.5622014766757,312.1454177009278,1574.5076382491532,60.98719190470487,232.3080155709689,M,0,0,0,0,0,0
299.8958069116662,308.4830658072046,1564.9451137879778,28.331959022285613,141.01226830051215,M,0,0,0,0,0,0
303.08063891971517,309.1695815223856,1885.1122705253076,49.04162623818464,198.89064743053638,H,0,0,0,0,0,0
299.8133391010819,310.09505653096477,1430.2233874458539,45.104885699110085,97.16234789696517,M,0,0,0,0,0,0
301.48137820136566,308.5288959288579,1515.560061753849,45.489924937945894,171.0569912427233,M,0,0,0,0,0,0
302.74406680452046,312.0912804912819,1429.2682343814995,42.00111163001354,115.62731207819253,L,0,0,0,0,0,0
303.4087889991315,311.13607702370587,1508.4500657315293,31.35064570816612,114.2861517579999,H,0,0,0,0,0,0
297.81768494928093,311.6391705290603,1679.885907408633,27.231880670283694,192.01038041398132,M,0,0,0,0,0,0
299.09443982170245,311.77585739747093,2023.5874835495288,33.2676986887234,132.52402130497654,L,0,0,0,0,0,0
301.15626506838015,312.0332427335212,1527.0690178986104,59.85087192224534,116.59178759132904,M,0,0,0,0,0,0
300.40020019613894,309.98682780468573,1252.0321205141686,40.995388637553894,213.65005538506722,M,0,0,0,0,0,0
300.5894556258896,311.4461914429382,1721.2033553279718,36.69865714645525,166.22289736362708,M,0,0,0,0,0,0
305.6757743918621,309.24009644824395,1311.722177965753,41.377761160059414,129.51595378127354,H,0,0,0,0,0,0
299.12068436781084,309.81078674275943,1573.407143752582,50.84611097058193,193.55816192167737,M,0,0,0,0,0,0
301.8367666395318,307.82720333863153,1691.1927152153417,56.134334966397404,142.7960925628471,M,0,0,0,0,0,0
299.1574992690433,309.7877434690905,1364.3172275149086,23.109728679376808,123.80974873024675,M,0,0,0,0,0,0
299.8707129382736,307.71309676216174,1220.2371787901043,36.26300249678225,150.51552812833654,H,0,0,0,0,0,0
298.86494848930465,311.64408994923696,1436.2377326782935,40.51868680891082,30.32594990515547,M,0,0,0,0,0,0
303.0294621913445,308.7986195064676,1906.9399646513737,41.69165112318568,85.3090567210424,M,0,0,0,0,0,0
297.23756620639773,313.0591670530104,1537.566302012597,40.375065051288864,115.8561439328372,M,0,0,0,0,0,0
296.51569298483827,310.59447687703624,1364.2233160901692,44.69262742581444,157.47141812969392,L,0,0,0,0,0,0
300.77993164873163,310.66231744986254,1299.5544050868164,62.60452146482081,155.92133133196225,L,0,0,0,0,0,0
300.55806852986615,308.06390947058907,1866.660069463031,53.71136412006778,16.69222502529179,M,0,0,0,0,0,0
301.22644790667385,308.49636335867547,1299.8717795170853,34.275051101891286,54.861252775932876,M,0,0,0,0,0,0
298.0114916894535,308.7962226745132,1281.85462423936,51.815335003420216,42.77561898609633,L,0,0,0,0,0,0
302.3116852272693,308.5887389170468,1537.8636539044805,42.80459261737351,-18.521268171016743,L,0,0,0,0,0,0
298.1252203503813,309.1607413664251,1557.3722087375334,31.933784289311273,130.91452973816024,L,0,0,0,0,0,0
299.57255727359853,311.56631243358305,1677.9316370437557,27.153840097924103,90.63200772140253,M,0,0,0,0,0,0
298.79124630464156,309.33880822785665,1310.5743061287726,30.111190334518966,68.45135636826888,M,0,0,0,0,0,0
299.3214964780146,308.7381566560154,1654.153496993549,45.12476210775467,69.02492367208299,M,0,0,0,0,0,0
296.74432809018367,310.8744789806458,1731.3502559897718,44.570088357752475,87.2405601019463,L,0,0,0,0,0,0
303.16965701960595,310.3400005423067,1630.1759268188248,40.30500939646621,206.21028097877712,M,0,0,0,0,0,0
301.9097211348065,310.0358510801586,1844.126856673027,45.059185972683025,163.4936962647981,L,0,0,0,0,0,0
298.96997008892066,308.7968444004228,1374.3439229329058,40.656762598173266,160.2941530915092,M,0,0,0,0,0,0
301.04464113138675,311.71781058574487,1682.9589814006654,27.66547635301942,28.105195241671808,H,0,0,0,0,0,0
301.65241487358213,310.60309900280265,1269.2624754062958,34.91149812795462,87.05519447234784,M,1,0,0,0,1,0
299.9917716424816,311.59437190951616,1577.2161487790734,39.464461507280134,107.91785702361766,L,0,0,0,0,0,0
300.8727123880044,308.02782546624434,1559.7104348329133,37.82690619846025,106.53284409075367,M,0,0,0,0,0,0
296.9725006045264,309.7557611822092,1593.2767164723257,36.46289298416176,93.49765129057458,M,0,0,0,0,0,0
299.09514700845324,309.7886485627431,1368.695426835055,34.0560461547984,126.86819938687866,L,0,0,0,0,0,0
297.62569575369656,310.2908709270241,1344.1849930608107,53.724038193747596,39.4065915254244,M,1,0,0,0,1,0
299.1681520603026,309.4352723321853,1744.7721625077215,38.799086990874756,101.85136849864256,M,0,0,0,0,0,0
296.4998082247793,309.22477621311765,1492.681549445651,46.91897633143988,139.16007261592836,M,0,0,0,0,0,0
300.8296887869797,310.6172886705305,1622.2585384485094,37.96195199338835,51.150853463077084,M,0,0,0,0,0,0
299.10826975392735,309.6172679167322,1634.1032792309413,41.68775989729956,144.5631050061558,M,0,0,0,0,0,0
299.89070718421146,310.8112362015563,1284.4100750855503,43.86836409821597,82.4256324421591,L,0,0,0,0,0,0
298.7770045585513,308.12382842325366,1903.0093931828574,18.56932655173812,86.24972271282456,M,0,0,0,0,0,0
299.80081039593006,309.77983887619445,1775.3000169269485,47.01795192494211,-1.376641428631217,M,0,0,0,0,0,0
300.0219011909637,311.3835439302621,1782.3511069111146,23.057328427670914,116.33305668797222,H,0,0,0,0,0,0
298.37797290465784,308.7350221672157,1518.9489783589033,30.242586129321708,211.41038642413082,M,0,0,0,0,0,0
301.8021464419234,309.5100065694405,1352.3977331657688,35.34226790071553,142.1145260257317,M,0,0,0,0,0,0
302.04294907157305,310.7573336731184,1823.4427619046457,53.12469220587596,167.8916833899339,M,0,0,0,0,0,0
299.1507405738963,312.4072708778778,1451.3740295795035,42.095471468666545,42.07091082974274,L,0,0,0,0,0,0
301.90516814855374,309.60051156501686,1638.7428196181706,31.38824398366613,155.97028974721974,L,0,0,0,0,0,0
299.2118119003617,309.6728917977679,1950.2782016809488,46.065222656330356,153.95827730061447,M,0,0,0,0,0,0
300.73200480011616,308.2539043172461,1456.9973237464756,44.122233618756354,236.6412530491588,L,0,0,0,0,0,0
301.6949553134717,307.83045024693996,1384.2608419768305,39.85230043014649,47.455178869836445,M,0,0,0,0,0,0
299.15445911779744,311.6843833132099,1852.1057824141762,40.24850874559856,27.065771267497453,M,0,0,0,0,0,0
298.4751030436262,308.99614038188577,1712.2763300477368,42.0696375088258,241.0289327897686,M,0,0,0,0,0,0
299.21606222309737,311.17978091997037,1262.1352263612719,50.117106391734914,7.0200579550841695,M,0,0,0,0,0,0
302.59884977015287,310.9340051185999,1726.5822346477173,56.69612870696573,154.79923223080561,H,0,0,0,0,0,0
298.61002541690647,310.89866816520697,1687.3695092859152,32.23968754531998,137.20920983487787,M,1,0,0,0,1,0
299.76084264031925,308.1163684736731,1309.4476837080879,26.50142452873341,57.0503106016403,M,0,0,0,0,0,0
297.7793447694962,310.77061555669326,1734.4913327304707,38.719839981897245,232.70889516691327,M,0,0,0,0,0,0
298.27601579748875,309.15690322607645,1281.1332967227834,27.07060484398921,172.73309879447334,L,0,0,0,0,0,0
299.59473540257767,308.2505871856077,1435.6732133580672,28.656447928327317,102.09091626441153,L,0,0,0,0,0,0
298.19945681201983,310.5765647258184,1394.4982985414285,43.604798495271474,127.91163889070987,M,0,0,0,0,0,0
300.67664963762206,310.01093869934,1514.3764652438933,39.112877774442424,194.20488480914614,M,0,0,0,0,0,0
292.2046339522517,309.55013617619926,1568.8304993491186,38.1072024640545,174.67328277738352,H,0,0,0,0,0,0
305.32297249004415,309.4992156686704,1369.5760655836516,36.679521913488564,182.09609487978065,M,0,0,0,0,0,0
300.858075183772,312.10323148218157,1372.875195095939,40.25267311230089,94.62044320365992,M,0,0,0,0,0,0
299.5278187664825,308.74768990954345,1287.2650225638872,44.336722584156554,57.36147848835794,M,1,0,0,0,0,1
300.3162002292071,310.5755476580416,1746.723015720047,34.15431372793786,287.68810652942545,M,0,0,0,0,0,0
300.94941378589033,309.8301023645333,1508.3590557654813,47.53172084316996,199.85636379770506,M,0,0,0,0,0,0
296.25476795094824,310.3900582898511,1432.3384526406621,29.1784995871218,94.43552954419596,M,0,0,0,0,0,0
302.6573960246094,308.62844339663974,1310.7848500078098,44.14344961477789,84.3594435480054,M,0,0,0,0,0,0
298.92457690127077,310.07122862826213,1470.1620541231737,31.936681250324078,95.599642093159,M,0,0,0,0,0,0
298.90543270192,307.62410106888194,1505.3697757356676,44.72512519704152,140.84246272591474,L,0,0,0,0,0,0
297.61853840464056,310.5714761417755,1745.7161131378843,38.41275193956745,165.06690229052174,L,0,0,0,0,0,0
305.0981906332257,309.74491492461044,1662.9327563356862,51.42112427915279,104.84893059889315,L,0,0,0,0,0,0
301.1910750004229,308.8783950319957,1434.8439544636299,44.10868489650658,54.27186778418345,H,0,0,0,0,0,0
302.21693880240207,311.3517947562158,1703.8653325583068,56.634578459098876,123.6960845773518,M,0,0,0,0,0,0
301.51818853186836,309.7605355114269,1819.0680922201216,42.15178452545817,16.968878231561433,L,0,0,0,0,0,0
296.039242880916,309.63461479141245,1439.5996066395876,48.0132822242465,139.87661226791752,M,0,0,0,0,0,0
299.8228065108508,307.8028136782903,1304.0527371897529,34.60098701453032,86.31829255980854,M,0,0,0,0,0,0
301.8518536188653,311.5798715488284,1434.745523062999,43.005839533041105,162.64018863234995,M,0,0,0,0,0,0
298.13719379573473,311.5353056563059,1524.878189611948,40.51941156920534,-11.979660319276547,M,1,0,0,1,0,0
302.04019894444923,309.38638041846275,1392.8087550933897,77.28247919389048,141.57572785888328,M,0,0,0,0,0,0
301.0403224630141,305.79953144298173,1597.9603333968207,59.56831406947943,118.0097790105771,L,0,0,0,0,0,0
298.46604001232225,308.9944974412484,1471.0153423058653,31.214430302867363,43.25193128770782,M,0,0,0,0,0,0
296.23911717871823,309.5332008136041,1450.7815384868077,37.33174981799559,184.20611372041327,M,0,0,0,0,0,0
300.1970199334142,309.3777159602863,1444.3517095193106,32.549580944607165,37.68642264225787,M,0,0,0,0,0,0
298.2657807248865,307.02380859523356,1489.0526287669377,46.65904399734791,10.547305608406162,M,0,0,0,0,0,0
302.33805956225706,310.06766359296734,1717.2060595133605,47.09074701537322,169.37506522287472,M,0,0,0,0,0,0
301.62770024391546,310.6458975810606,1707.7311276090413,24.87750632963138,125.4686238816843,M,0,0,0,0,0,0
302.73377419165587,308.86965534636914,1569.447045973043,33.93773303520957,85.81589816321822,M,0,0,0,0,0,0
299.8198686970552,309.8488575238144,1574.7293996146916,32.84901164274327,116.90414318975066,M,0,0,0,0,0,0
298.8047397240781,311.33177443157064,1615.0828778814657,25.091650492760976,51.7703231996957,M,1,0,0,1,0,0
301.22642575942865,309.3040400800539,1348.7801766499522,45.69251689476026,156.4432962799272,M,0,0,0,0,0,0
298.2330190701988,310.18078751313095,1664.6979783951338,50.41435973563198,224.35522319536102,L,0,0,0,0,0,0
295.9571022544897,310.8252368001229,1513.005360698796,33.43455156530954,103.90447975301198,L,0,0,0,0,0,0
299.5086780783475,307.4794693595626,1674.897321214643,55.630709964709034,99.24466099272362,L,0,0,0,0,0,0
297.28054774080533,309.38437279760274,1618.2509615455672,47.77894699922412,55.84912280549521,M,1,0,1,0,0,0
302.3859922574807,309.38209830247735,1700.338743586987,40.57094287962168,68.22451924597031,M,0,0,0,0,0,0
301.1459813338581,309.9005992222215,1602.6558797410853,39.47872337399337,104.20672334413382,M,0,0,0,0,0,0
296.38132405937154,310.08789076356027,1664.8771050816615,49.84731846582273,85.37533862630815,M,0,0,0,0,0,0
303.0363657501935,308.84255400403947,1653.759283545378,30.216272962645935,236.6152554863351,L,0,0,0,0,0,0
298.9926904022379,309.0019723234381,1533.2408955697601,34.15128553727271,242.22127813647072,M,0,0,0,0,0,0
295.36741275560956,309.7233674921692,1500.6514147517437,42.166058748291164,145.7853416399993,L,0,0,0,0,0,0
299.3960805573161,312.6217567286015,1546.7838506411472,45.08422639568369,120.56027639698586,L,0,0,0,0,0,0
